Review,date,Location,CompoundScore,Sentiment
beauti hotel great locat close disney disney spring,2018-12-13,"lutz, fl",0.6249,1
favorit hotel area hotel busi time year offer upgrad staff nice,2018-12-13,"Wayne, NJ",0.4215,1
hotel complex beauti could find plenti without leav ground staff help friendli would recommend everyon,2018-12-12,Lehigh Acres Florida,0.6369,1
cover orang stain employe servic desk charg twice,2018-12-12,Mississippi,0.0,0
beauti old style hotel love decor fabul locat staff love friendli accommod doubl bed metro room bed sooo comfi fussi sleeper hous keep good job quibbl would bathroom bit worn need tlc inkeep style bath scratch worn tile worn n grubbi bathroom tini knee touch door open whilst loo problem realli thought id mention concierg call catherin favourit knew everyth subway go wherev need super friendli email ask view empir state build month advanc teenag daughter first time america didnt disappoint spectacular view also view side hotel madison squar garden would definit stay diner attach hotel tik tok diner ok friendli clean food bad perfct quick bite ooen hotel christma tree gener christma decor beauti ott love also littl museum downstair show memorabilia utensil photo poster etc day old new yorker well worth look defin must stay us would,2018-12-12,Southend-on-sea Essex,0.9569,1
sure resort fee properti standard amen everi hotel area otherwis would recommend,2018-12-12,"punta gorda, fl",0.5859,1
stay one night hotel clean bed comfort,2018-12-12,Ayr Scotland,0.6369,1
room renov clean properti outsid look bit run,2018-12-11,"San Diego, us",0.4019,1
good clean deposit fee need address park also,2018-12-10,"Hollywood, Fla",0.6808,1
recommend properti bonnett spring highlybeauti ground great set close thingsstaff wonder,2018-12-10,"Calgary, ca",0.765,1
elev mother disabl stay us time would hard time climb stair hassl boyfriend haul luggag take multipl trip bar decent though staff friendli,2018-12-10,Dinuba California,-0.1027,0
conveni hous blue front desk staff friendli valet staff awesom help get us park hook ride show run late,2018-12-09,Tampa FL,0.4019,1
enjoy stay construct street nyc noth new didnt realli affect travel young concierg help get wake call morn travel unfortun luckili abl rush get time,2018-12-09,Virginia,0.7096,1
hotel un peu vieilliss mai le comfort est correct et son emplac de premier choix,2018-12-08,"Antony, FR",0.3612,1
fabul hotel conveni everyth highli recommend,2018-12-08,MIGNANEGO - GENOVA - ITALIA,0.3612,1
love around corner disney spring charact breakfast,2018-12-08,San Antonio Tx,0.6369,1
close disney spring nice staff pretti christma decor comfort bed,2018-12-08,Orlando,0.6486,1
love newli renov hotel around min walk disney gate lot great food option nearbi,2018-12-08,Brisbane,0.8519,1
love everyth couldnt ask better custom servic,2018-12-07,Brooklyn,0.4203,1
like fountain front wonder lobbi area couldnt find bellboy help year old mother luggag pool area love truli idea room outsid access guess that garden mean put us park lot side ask chang poolsid interior quieter courtyard abl luckili accommod us room nice front blind curtain configur strang person notic small thing like chip paint keep appear etc would stay dont like outsid access might concern someon els though,2018-12-06,"Bethlehem, PA",0.8605,1
quiet spot close highway seem like theyr slowli renov room part bathroomfloor furnitur look newernic rest restaur across park lot within walk distanc coffe downstair lobbi morn ladi check rush lot spoke realli fast ladi check next morn pamela sweet accommod,2018-12-06,"Austin, TX",0.6705,1
excel locat great bed good shower given fantast room empir state build view,2018-12-05,"Leicester, UK",0.875,1
perfect locationexcel staff accommod,2018-12-04,"Cincinnati, Oh",0.5719,1
request earli check avail would call room readi okay leav luggag hotel call earli afternoon clerk rude info room return hotel pm long line guest wait go room wait line get suitcas front desk ridicul rude hotel expens amen food servic coffe shop attach hotel expens overal condit hotel properti awe,2018-12-04,"OS, Ms",-0.6249,0
love locat histor signific hotel muhammad concierg instrument provid us welcom servic acknowledg birthday bottl wine later ask could use coffe maker sent one room cordial accommod,2018-12-04,"Deptford, NJ",0.6369,1
sehr sehr schöe hotel toplag nah empir state buildingmadison squar garden und macey auch zum time squar nur minuten würde ich beim nächsten aufenthalt sofort wieder buchen,2018-12-04,Ratingen,-0.1027,0
nice friendli staff room clean neat lot park shutter airport,2018-12-03,"San jose, ca",0.8176,1
accommod super polit staff conveni coffe ane dine option everyth made easi hotel thank,2018-12-03,"Hidson Valley, US",0.7506,1
took girl trip nyc six adult women famili room perfect need two nice size bathroom load place sleep mention bar spaciou size room conveni locat walk sight walk train station love could store bag check yet overal great jog tryp,2018-12-03,Gainesville VA,0.9413,1
great locat your go madison squar garden maci room small otherwis fine,2018-12-02,"lakewood, oh",0.7096,1
properti great locat travel anywher,2018-12-02,Regina Canada,0.6249,1
wonder time staff wonder,2018-12-02,White sulphur springs wv,0.0,0
maid servic ask someth specif maid instead clean never came back room servic breakfast dollar bell man avail requir room noisi despit mani room avail think gave one worst one got deal expedia buffet breakfast good servic nice,2018-12-02,Victoria,0.5106,1
hotel staff profession help upon arriv,2018-11-29,"Phoenix AZ, us",0.4019,1
nice hotel middl chinatown great view step away tour tour fun next morn,2018-11-29,New York,0.8807,1
hotel great except hot water shower,2018-11-29,New York City,0.6249,1
bathroom disgust leftov hair drain mold slide rail room cold matter high put heat,2018-11-29,"Long Island, NY",-0.5859,0
muy bueno todo lo unico que el park es costoso,2018-11-28,panama,0.0,0
view great heat broken room woke shiver sick,2018-11-28,"Atlanta, GA",-0.3182,0
love modern state art design furnitur room bathroom door slide nice touch bed extrem comfort also type shampoo bodi wash pleasantli scent,2018-11-27,The OC,0.8591,1
clean nice room great staff everyth room work great stay beauti courtyard,2018-11-27,Berkeley,0.9287,1
pretti nice hotel close airport good price orbitz,2018-11-27,CO,0.6908,1
central everyth want new york first time pleas choic hotel shower bit dodgi though remind burst leak pipe room immacul st floor slightli date level cleanli grumbl plug socket great whatev plug keep fall realli care face hidden facil charg good gestur bill halv facil charg includ everyth intent use ie confer room gym room telephon etc unfortun mandatori fee would stay hotel,2018-11-27,London,0.8442,1
centralissimo comodo pulito un po datato confortevol personal gentilissimo,2018-11-27,Bardonecchia,-0.5574,0
alway stay great hotel staff like nyc,2018-11-27,Canada,0.765,1
like park space provid complimentari breakfast thought would includ room clean daili,2018-11-27,New York City,0.6369,1
stay room disappoint keep room sink faucet bare long enough reach sink everi time turn water would get onto counter top also broken tile corner bathroom,2018-11-27,Oklahoma,-0.5994,0
everyth expect andor exceed expect thank u,2018-11-27,"San Jose, CA",0.3612,1
address provid isnt recogniz call ahead make sure get exact number overal front desk staff wasnt profession langu barrier slow wait min check gave wrong key go back place hold card get room extrem small tv channel didnt work luckili stay hour due long layoveri wouldnt stay anyth hr,2018-11-27,"Chicago, us",-0.0335,0
il ny avait pa tout le matériel décrit dan la chambr il ont laissé un plateau de repa vide par terr dan le couloir pendant deux jour devant la port dune chambr où sont le gen qui supervis côté matériel un mini frigo dan le chambr mai qui est plutôt un petit freezer ne peut pa mettr grand chose,2018-11-27,miami,0.3612,1
nice room swim pool howev shuttl bu servic mislead,2018-11-26,"Sunrise, FL",0.4215,1
everyth properti pristin enjoy wyndham bonnet creek home away home staycat sever year love blue harmoni spa unriv far im concern come spa star around,2018-11-26,Longwood,0.8126,1
realli like room surround pool felt secur fenc around properti well furnitur room realli nice comfort stay,2018-11-26,Hollister,0.836,1
nice option stay san jose properti staff friendli decent food downsid stay housekeep skip room two day run first thanksgiv late noon leav room figur staff anxiou done get home holiday happen next day leav room issu,2018-11-26,Miami,0.6705,1
great locat room readi even though arriv sever hour check staff friendli restaur hotel kept us brave bitter cold children arrang park garag across street fairli afford nyc park standard room wasnt uptod clean everyth work enjoy vintag featur besid goe nyc spend time room explor citi would definit stay,2018-11-26,NC,0.7678,1
say goe locat locat locat initi draw hotel us didnt disappoint amen gravi new yorker locat right near penn station make explor rest manhattan breez room quit small bit date didnt go nyc spend lot time hotel room clean provid need warm shower place lay head full day walk sightse staff friendli accommod gym build equip ellipt treadmil stationari bike free weight variou machin shoulder press chest press lat pull quad extens etc your plan stay,2018-11-26,"Hamilton, ON, Canada",0.8465,1
atencion excelentehabitacion bien excepcion de cama muy incomoda por tener colchon vencido muy blando disparejo,2018-11-26,mexico,0.0,0
enjoy stay hotel would definit recommend hotel staff help polit room clean everi dayveri good locat roughli minut walk time squar,2018-11-26,London,0.9186,1
everyth great complimentari breakfast would nice,2018-11-26,"Santa Maria, California",0.7845,1
stay famili two room last week strong clean odour room one room strong toxic fact burn eye front desk didnt seem interest told room hotel seem tire clean front desk check pleasant friendli,2018-11-26,Toronto,0.9156,1
nice clean beauti lobbi front desk staff nice hotel quiet room bert clean provid water room great stay stay,2018-11-26,"Redding, CA",0.9337,1
room much small get handicap room give us breath room,2018-11-26,Bananas,0.0,0
look deceiv hotel lobbi nice clean room horrifi feel like motel door open outsid build hotel hallway cleanli upgrad majorli lack hotel would recommend,2018-11-26,Vancouver,0.802,1
like poolrestaur staff pleasant room old date area room stay aw,2018-11-26,Florida,0.7003,1
arriv locat check room receiv knock room local polic state receiv complaint nois come room ask polic offic made complaint said someon call loud didnt want come back room shock mention make nois late night someon made complaint didnt quit understand summon come room check hour ago spent time unpack prepar busi meet next day ask offic lodg complaint arriv door detect load disturb nois repli someon complain dont want come back assur would come back room reason left return insid room didnt know think encount call front desk ask complaint room night attend check inawar complaint made requir polic said know incid requir polic intervent particular room ask could look get back check morn said ok would look far noth,2018-11-26,"New York, NY",-0.9455,0
air condition room kept make lot nois would come bed comfort room clean locat littl shadi wouldnt want go night walk around,2018-11-25,San Jose,0.6096,1
room cleanth staff niceroom servic excellentbreakfast excellentbathroom nice problem hot waterheat air condit greatoveral love hotel would recommend everyonewould stay next time iam new york,2018-11-25,Atlanta Georgis,0.7783,1
buen hotel para descansar muy cerca de lo parqu,2018-11-24,Orlando,0.0,0
beauti properti staff friendli one thing realli stand pet fee length stay stay one night end bill extra pet fee tax top room reserv half human cheaper stay hotel pet make zero sens return pup,2018-11-24,Fort Lauderdale,0.2023,1
locat lobbi histori hotel special,2018-11-24,Washington DC,0.4019,1
hotel close convient everyth shop train station time squar great locat love,2018-11-24,Indiana,0.8519,1
da hotel ist nur zwei block vom time squer entfernt all sehenswürdigkeiten sind gut zu erreichen da hotel hat noch den alten charm der er jahr wir waren im stock und hatten ein toll aussicht über new york da person ist sehr freundlich und hilfsbereit wir haben un sehr wohl gefühlt und waren jetzt auch schon zum zweiten mal diesem hotel bei unserem nächsten aufenthalt werden wir auf jeden fall dies hotel wieder buchen,2018-11-24,Stuttgart,-0.0516,0
hotel good near univers intern drive attract room need updat clean found cockroach bathroom floor,2018-11-24,"Gainesville,Fl",0.7964,1
friendli staff well design access facil well taken care servic complet help staff would engag convers real concern us,2018-11-23,"Livermore, Ca",0.8442,1
hotel date hustl time squar intimid night time singl travel,2018-11-23,Castleford,0.0,0
love cleanli seem like newer remodel smelt clean close disneyland great time enjoy hotel lot,2018-11-23,"Vancouver, Wa",0.9493,1
hotel nice told room delux im unsur differ normal sinc view park lotwhich realiti didnt mind sinc werent much staff great friendli locat also great wasnt far entranc didnt like smell came sink smell like back sewer gross shower nice bathroom spacey would stay,2018-11-22,Bay Area,-0.8078,0
nice hotel staff help,2018-11-21,London,0.6705,1
room clean pretti big doubl closet housekeep puntual neat everyth alway clean towel shampoo cream etc although restroom bright heck blind couldnt even get readi curtain blind tint horribl big mirror hallway light front desk custom servic horribl rude manner gavina moham seem like hate job prepar wait check inthat nightmar flight got earli new yorker hotel check pm later promis crucial wait small obbi peopl everywher room sound proof staff friendli okay room sleep shower,2018-11-21,L.A,0.3818,1
locat awesom elev super effici staff friendli sleep best ive long time,2018-11-21,Rochester NY,0.8442,1
great locat great price clean friendli staff spaciou room hot shower,2018-11-21,"Timmins , Ontario",0.8979,1
love locat staff amaz accommod request properti clean rooftop bar wonder surpris repair properti exterior appeal appear pictur overal wonder properti amaz staff would definitley book,2018-11-20,San Diego,0.7845,1
wonder time new yorker wyndam definit rebook futur great food tick tock restur well,2018-11-20,NC,0.7351,1
fantastisch gelegen op loopafstand van zowat all vanaf newark een half uur naar pennstat en dan nog minuten lopen het hotel iconisch maar de kamer en gangen zouden wat frisser kunnen,2018-11-20,Groningen,0.0,0
hotel muy viejo la habitacion están super chiquita tienen espacio apena para tu maleta llegando al hotel te cobran una tarifa extra por día el wifi no lo desactivaron aun habiamo hecho el checkout yo volvería la única ventaja es que está bien ubicado,2018-11-20,Manhattan,0.4019,1
like welcom front offic charg check super nice,2018-11-20,Elewah,0.8481,1
softbal tournament perfect close field abl get late check without problem,2018-11-20,Exeter,0.7147,1
properti clean staff nice didnt problem,2018-11-20,St Marys,0.7755,1
best bang buck nice clean staff friendli,2018-11-19,San Jose,0.8658,1
properti close time squar maci penn station across road easi travel visit new york room great clean comfort bed,2018-11-19,"Ontario, Canada",0.8519,1
great part citi near penn station madison squar garden shop hallway bit need freshen room small clean,2018-11-19,Toronto Ontario,0.7783,1
clean hotel friendli profession staff secureperfect locat would recommend anyon,2018-11-19,Syracuse,0.6369,1
like clean date didnt feel clean shower bed look lik someon sleep alreadi plu wild turkey saw step walk,2018-11-19,Anaheim Ca,0.7845,1
small room hard navig around bed comfi bed thought,2018-11-19,Vermont,-0.1027,0
cozi hotel realli frill essenti staff help pleasant stay regularli mayb x per year enjoy everi time easi walk disneyland,2018-11-19,"Fresno, CA",0.8481,1
el piso del cuarto algo pegostiozo se notaba poco sucio por end,2018-11-19,Guadalajara,0.0,0
bathroom need updat realli small hallway nois night thing enjoy locat,2018-11-19,Philadelphia,0.4939,1
wait hour past initi check time get room kept told room uniqu caus delay turn room disabl view firework promis pool area close privat parti night want use staff help offer apolog excus,2018-11-18,ponce inlet,0.1779,0
nice hotel smallish room adequ need conveni locat time squar attract also conveni penn station arriv point maci short walk empir state build,2018-11-18,New York,0.6486,1
fantast central locat realli help welcom staff well maintain room excel food option,2018-11-18,New york,0.7783,1
room given discount site custom small older room age stay hotel year ago larger room nicer room,2018-11-18,Dallas,0.4404,1
locat locat locat plu comfi clean room great staff servic wait elev mention locat great stay,2018-11-18,DC,0.8979,1
showerbath nonslip matt slipperi take shower,2018-11-18,Florida,0.0,0
love access pool walk trail fabul,2018-11-17,Texas,0.6369,1
hotel nice great price think orbitz quot night howev expect add per day park resort fee arriv like nice walkingrun loop goe around man made lake small mini golf area pool decent small water slide small lazi river kid enjoy overal good valu,2018-11-17,Scotts Valley,0.9538,1
awesom hotel nyc locat perfect hotel beauti servic best weve anywher second stay well go back,2018-11-17,"South Bend, IN",0.875,1
hôtel trè bien situé à pa de penn station liaison air train lirr depui jfk en moin de minut proch de la high line hôtel tre chouett bon rapport qualité prix situé à minut à pie de time squar proch de grand central station,2018-11-17,Nyon,0.4588,1
got stuck queen crazi winter novemb need place stay hotel sold quickli overwhelm guest arriv mass staff handl everyon profession littl issu least saw room small clean great breakfast buffet extra cost kudo,2018-11-17,Queens,0.6249,1
properti facil outstand staff dislik shuttl servic disney park specif time buse park went variou time morn earliest return pm specif park miss return shuttl next averag hr later could use disney buss park park order catch bu dislik spend hour buss magic stay next time stay disney resort,2018-11-16,Ottawa Ontario,-0.1531,0
staff nice john informationguest servic super went extra mile alway make sure need histori hotel make worthi stay art deco main lobbi lobbi great room smallest ever ny water adjust bath imposs froze scald bath amen room plastic cup realli coffe maker fridg tick tock restaur site superb floor look tire old floor need remodel room access peopl small sure even code,2018-11-16,North Carolina,0.9612,1
everyon front desk alway welcom us compliment go warm welcom back ask day went pleasant love love love hotel beauti king suit tub amaz,2018-11-16,Sacramento,0.9678,1
bed properti infest bed bug,2018-11-16,"New York, NY",0.0,0
love easi get hotel room luggag etc,2018-11-16,Orlando,0.6369,1
clean room comfort bed pillow decent restaur wish bar stay open later pm,2018-11-15,South Bay CA,0.7845,1
best locat,2018-11-15,Singapore,0.6369,1
cant beat locat hotel access train airport within walk distanc mani great site central park broadway empir state build etc realli good valu price,2018-11-15,Thunder Bay,0.7906,1
staff super help town short stay relat doctor visit made feel like still import guest need taken care hardli wait stay enjoy amen hotel offer,2018-11-15,"Loves Park, IL",0.9382,1
locat great could get anyth like penn station time squar,2018-11-15,"Alexandria, VA",0.765,1
great locaton excel personel clean room great costum servic,2018-11-14,"Petaluma, Ca.",0.9313,1
lot hidden fee hotel includ charg usd per day facil whether use gym ad extra usd trip essenti thrown garbag perspect didnt use gym,2018-11-14,"New York, NY",0.0,0
room bad took pix room show friend deplor condit floor dirti screen rip discard item desk e use plastic cup appear someon thrown coffe shade didnt clean desk chair appear garag sale purchas complain front desk clerk respond say welcom wyndham manag tai vuong said would send written apolog joke never,2018-11-14,"San Jose, CA Silicone Valley",-0.5938,0
hotel clean automat revolv door constantli mess made thing difficult transport luggag checkin pleasant man welcom didnt indic room went basic ask question breakfast timehow use shower room alot smaller appear onlin st stay new york hotel overal happi stay room extrem small cozi,2018-11-14,New York,0.25,1
relax peac excel facil help recept front desk concierg advic,2018-11-13,New York,0.8225,1
nice hotel afford price friendli staff,2018-11-13,Huntington Beach,0.4215,1
nice quiet area hotel locat easi highway access,2018-11-13,"Monterey county, california",0.4215,1
good valu number issu room made hr leav loud nois saturday balanc good valu good free bkfst star hotel star hotel either solid star,2018-11-13,Northern VA,0.9169,1
towel unaccept room clean staff extra friendli bed comfort howev towel quit possibl ruin experi rough scratchi firm could burlap potato sack stay three day day fresh towel equal aw also keurig broken room,2018-11-13,California,-0.1027,0
close bu stop walk distanc disney resort mani restaur option cv walgreen across street open hour minimum got everyth need spaciou room couch desk,2018-11-13,Hawaii,-0.296,0
pleas check hotel locationand facil overal use condom packag behind nightstand plastic bottl cap bed coffe maker room mold coffe filter remov,2018-11-13,Lamar SC,0.0,0
hotel room burn smell room call desk final demand anoth room would switch us anoth room,2018-11-13,Orlando,-0.128,0
disappoint advertis expedia time tax resort fee tax resort fee park almost doubl wouldnt mind much stay often orlandomi issu still hire uber bu schedul terribl stay lower end disney spring fraction cost good steadi transport angri point wyndham never stay pass member florida resid never stay place close expens still pay uber way,2018-11-12,Florida,-0.34,0
love hotel easi check great staff expens look great,2018-11-12,San Leandro,0.9246,1
reserv room singl queen size bed room full size bed full size bed home issu wed sign otherwis room clean comfort smaller hotel room adequ,2018-11-12,"Marlboro, NY",0.6369,1
hotel locat excel across street penn station madison squar garden street empir state build walk distanc broadway show time squar love histor aspect properti also,2018-11-12,Ontario,0.802,1
good close freeway plenti free park decent restaur bar premis safe room microwav rey reason price bad staff help friendli front desk never pick phone room phone wasnt work room didnt smell fresh room need renov peopl loud late night could hear everyth,2018-11-12,"Bakersfield, California",0.7606,1
super cerca de disney excelent person habitacion limpia,2018-11-12,Mexico,0.5994,1
chose hotel stay wyndham past pleas tire facil complimentari breakfast shuttl effici get us airport,2018-11-11,Texas,0.0,0
great locat badli need updat condit room poor felt dirti staff check loyalti desk bell hop like warm best loyalti desk rep couldnt even bring speak rais eyebrow push paper us disappoint icon hotel,2018-11-11,"New York, NY",0.7845,1
book delux king room given queen room nd floor iwa told room avail rd floor went back stair ask king room told room king bed ask differ room given king room rd floor actual queen bed front desk staff help friendli,2018-11-11,"San Diego, CA",0.4019,1
great central locat walk distanc mani sight,2018-11-11,"Portland, OR",0.6249,1
staff nice enough properti old run,2018-11-11,"Calgary,AB",0.4215,1
hotel stell che italia sarebb qualificato con sole stell vecchio come stile con camer tanto piccol che due person con due valig grandi non potrebbero muoversi arredamento della stanza vecchissimo con television con telecomando difettoso spifferi all finestr perch dotat di infissi vecchissimi e stanz molto rumoros perch vetri dell finestr erano molto sottili la moquett del piano e della stanza di una fantasia marron nonch le pareti dipint di un color creme italia fors si vgedevano negli anni sessanta la luce dell stanz poi era verament fredda,2018-11-10,MILANO,0.0,0
hotel nice locat staff awesom howev remot control coffe maker filthi unus top sheet bed thin comfort,2018-11-10,CT,0.7269,1
stay night overal experi would definit recommend hotel,2018-11-09,Nassau Bahamas,0.3612,1
hotel littl far away jfk airport minut drive neighborhood nice quiet lot restaur shop nearbi liter walk distanc ladi front desk nice person front desk also help ask deposit pay cash give back check,2018-11-09,Guatemala,0.7845,1
locat ok properti well maintain clean quiet room extrem clean staff alway avail anyth thing didnt like dont elev properti stori carri heavi luggag flight half stair inconveni hard also elev think illeg,2018-11-08,"San Jose, Ca",0.7343,1
fint hotel nærheten av madison squar garden var så heldig jeg hadd rom høyt opp med utsikt rommet var rent og pent og renholdet var bra hver dag badet var noe slitt men rent og ble godt rengjort hver dag personalet var også veldig hyggelig vurder sterkt også på nest new york tur,2018-11-08,Oslo,0.0,0
great locat right penn station great staff except one rude waitress diner restaur brilliant ate three time room date small expect base photo price rais manag offer us free wine thought love definit need elev actual start dread leav room long wait elev get cram super crowd one,2018-11-08,Hertfordshire,0.9607,1
nice clean hotel central locat would recommend,2018-11-08,Canada,0.7906,1
great spot stay one night longer great staff facil site cafe within walk distanc disneyland let leav car park,2018-11-08,Lake Tahoe,0.8481,1
book room doubl bed one room larg closet lot room gorgeou view th floor second room tini bare room walk terribl smell nd floor shower ran either scald hot freez cold yet paid exact price room differ say staff courteou effici room disappoint,2018-11-07,"Concord, NH",-0.4019,0
stay frequent alway good experi,2018-11-07,San Jose,0.4404,1
hotel ground hard navig around enough signag lobbi bar lack basic drink non alcohol drink,2018-11-07,Florida,-0.4019,0
rug filthi housekeep work cleanli real make look clean towel stain amen half use tire make complaint moment food restaur bar good,2018-11-06,california,0.5267,1
nice clean polit courteou staff conveni check,2018-11-06,San Jose,0.6705,1
staff friendli good locat access time squar neg carpet room staineddirti upholsteri chair sit area staineddirti well,2018-11-06,Chicago,0.6124,1
muy bien ubicado limpio la habitacion son pequeña pero confort excelent vista del empir state build,2018-11-06,CDMX,0.0,0
lot park nice restaur bar right next door,2018-11-06,San diego,0.4215,1
nice hotel friendli staff stay,2018-11-06,San Jose,0.4215,1
hotel mess im go say much problem found dead cockroach room got back restaur didnt sweep bathroom floor crazi would recommend hotel,2018-11-06,"Miami, FL",-0.7906,0
jose absolut wonder best make us feel welcom room nice clean commod downsid room especi tall peopl cant help,2018-11-05,"Huntsville, AL",0.8147,1
good experi enjoy stay close bu close train,2018-11-05,"Queens, New York",0.7269,1
outsid yelp review believ good hotel reason rate howev make reserv realiz park addit night room poorli design two peopl pass front bed time person end bed next wall even get bed side rather crawl bottom got two day housekeep clean room soap shower half roll bathroom tissu closet room also slab marbl jut head plan take bath plu wit argument check desk clerk african american woman obvious treat right sever major issu place certainli book anoth stay wyndham hotel ever,2018-11-05,"Culver City, CA",0.7003,1
stay one reason get good night sleep hour drive home morn air condit unit loud set auto made room furnaceunbeat sit auto result air condition turn night everytim turn sound jolt awak got sleep wast money tri get help front desk understand told solut poor custom servic,2018-11-05,Simi Valley,0.3612,1
super clean great locat park bit tight,2018-11-05,"Tampa, FL",0.8934,1
check took hour pm night one person run counter guest argu almost caus fight lobbi guest drink outsid park park ga station room loud order breakfast put slip door thrown back door woke breakfast liner trash can got bit bug night,2018-11-05,Florida,-0.323,0
room worn toilet leak could neighbor use bathroom,2018-11-04,Montreal,-0.5574,0
ottimo per qualità e prezzo e soprattutto per la posizion,2018-11-04,Milano,0.0,0
un super hotel bien situé et un excel rapport qualitéprix,2018-11-04,mennecy,0.7845,1
nice hotel great staff origin abl book queen size bed due want sold thank jose abl accommod us follow day rest stay bigger room beauti view citi enjoy night thank,2018-11-04,"Buena Park, Ca",0.9371,1
great locat interest histor build,2018-11-04,London,0.7964,1
perfect locat one day trip right across penn station short walk time squar broadway coffe shop diner bar within hotel staff extrem pleasant profess old hotel room updat clean,2018-11-04,"Rochester, NY",0.8658,1
star hotel great rate locat perfect right middl everyth walk distanc,2018-11-04,New York,0.8316,1
expens date run everyth lobbi beauti everyth els seen better day room seem updat done poorli didnt feel clean,2018-11-03,California,0.1635,0
good experi great locat walk distanc penn station great restaur build,2018-11-03,Canada,0.9022,1
room small biggest issu fact unabl make water shower warm enough unabl make dial go locat decent overal,2018-11-03,Miami,0.2263,1
nice hotel shop mall restaur nearbi,2018-11-03,"Seoul, Korea",0.4215,1
chambr trop bruyant et mal isolé sdb trop petit pour per,2018-11-02,NEW YORK,0.0,0
love locat central everyth manhattan recommend hotel,2018-11-02,"Kennesaw, GA",0.7717,1
nice place near everyth close time squar,2018-11-02,Houston,0.4215,1
good old hotel close sight transport link,2018-11-02,Sunderland,0.4404,1
hôtel convivi proch de commodité grand chambr cosi,2018-11-02,New York,0.4588,1
nice hotel clean updat unlik hotel area minut walk disney park staff friendli help,2018-11-02,"Vancouver, BC",0.802,1
nice relax motel close airport nice place recov bit vacat catch airport shuttl home morn,2018-11-01,Pittsburgh,0.8176,1
nice hotel locat neg room small window,2018-11-01,NY,0.4215,1
second time arriv comput couldnt check return hour later bit wait eventu got key bed comfi howev comparison last year room much smaller time tri charg facil fee fair enough howev argu fee first day bit unfair given couldnt get room never mind use facil eventu agre charg us also given voucher free drink inconveni arriv staff love hotel great locat,2018-11-01,Midlothian,0.8957,1
beauti door area fun breakfast good staff friendli overal,2018-11-01,"Washington, D.C.",0.7351,1
got grade voucher free breakfast friendli staff,2018-10-31,Gateshead,0.5106,1
locat wonder staff recept,2018-10-31,Maryland,0.0,0
small room ny outsid penn station expect room clean bathroom clean there diner attach downstair that plu would stay,2018-10-31,Belmar NJ,0.6597,1
hotel deserv credit get friendli help staff clean modern good locat thing gap door floor littl big didnt nois problem stay,2018-10-31,San Diego,0.9034,1
mani pool beauti outsid room ok got small red ant tabl come spray night littl black bug nightstand guy told us room schedul extermin week reason room card never activ park garag pay went told girl front desk rude ground nice would choos anoth hotel next time probabl hilton,2018-10-30,Maryland,0.1531,0
comfort bed clean room friendli staff pool pool area clean good choic restaur enjoy stay return,2018-10-30,"Minneapolis, MN",0.9186,1
room smell mildew peel paint bathroom wall handl fixtur broken hang loos avoid hotel,2018-10-30,TX,-0.6486,0
hôtel vieilliss payer dollar pour garder vo affair et valis scandaleux,2018-10-30,New Yorker,0.0,0
hôtel proch du métro et ambianc manhattan h,2018-10-30,New-york,0.0,0
clean friendli person thought littl price mattress sag definit sign age throughout room small that normal citi,2018-10-30,Ontario,0.4019,1
continent breakfast pillow bed worthless room next turn tv hear everi word watch hear everi convers clearli hallway nois pool could hear horribl experi star locat best,2018-10-30,Maryland,0.3182,1
poor locat indic park problem street valet park return hotel late dinner told garag close would find spot street somewher minut final found spot three block away walk back rain would think hotel front desk staf hour day would garag access hour bakeri hardwar store breakfast absolut minimalist fresh fruit coffe drinkabl would definit recommend place,2018-10-30,Ottawa,-0.5994,0
mix feel stay tight quarter charg extra park mold bathroom ceil go downstair front desk pick remot tv howev must say varieti food breakfast,2018-10-30,New York,0.0,0
hotel nice area conveni bu stop,2018-10-30,Pittsburgh PA,0.1531,0
hotel great locat explor citi next penn station subway stop easili within walk distanc time squar lot tourist spot rather disappoint welcom staff check time lucki spoken five word particular member staff serv wherea guest check time couldnt welcom warmli staff member asid initi experi rest hotel staff contact stay friendli help metro room ampl size plenti storag space although room decor particularli bathroom could bit revamp felt tire run,2018-10-29,Scotland,0.4404,1
terribl stay one stay last weekend clean quiet room second floor decent price stay weekend price nearli tripl room far lobbi parti go banquet room noisi lot peopl hall loud around midnight room dirti hair sink shower carpet filthi dusti room cob web tv remot didnt work phone didnt work woke smell weed got shower check stay sever time stay accept wont return,2018-10-29,"Fresno, CA",0.6486,1
properti nice got room differ stori fridg work mpld old wall blood spot floor went pick someth floor notic pair men boxer american flag bed,2018-10-29,Orlando,0.4215,1
near park take long ckeck keep open room problem,2018-10-29,miami fl,-0.4019,0
mattress comfort room nice grandson enjoy pool,2018-10-28,michigan,0.8176,1
goed lig all go aan te lopen hotelkam gedateerd,2018-10-28,Oud beijerland,0.0,0
good hotel problem room ticket constantli stop clean room drink water,2018-10-28,Ir,0.1779,0
nice hotel room level clean room bed wawa ga station coffe shop premis border larg entertain dine area icon ferri wheel adjac facil well within walk distanc mile univers studio low nois quiet resort feel,2018-10-28,"Cleveland, OH",0.7783,1
insuffic park need drop famili assign build park ga station park lot great unescort grandmoth middl night,2018-10-28,"Orlando, Florida",0.4588,1
love properti amaz way around beauti clean,2018-10-27,Chicago,0.7845,1
